salary,educationType,jobTitle,qualification,gender,dateModify,skills,otherInfo
15000,,,,Женский,2021-01-26,,
20000,Среднее,бригадир,,Мужской,2021-11-01,,
25000,,,,Мужской,2020-07-27,,
40000,Высшее,энергетик,инженер,Мужской,2021-08-22,,
60000,Среднее профессиональное,инженер,зоотехник,Мужской,2021-02-08,опытн,
30000,Среднее,водител,,Мужской,2020-07-13,,
50000,Высшее,инженер,,Мужской,2021-10-11,,"исполнительный, трудолюбивый"
30000,,,,Мужской,2021-06-18,,
25000,Среднее профессиональное,кладовщик,воспитател,Женский,2021-06-29,,
20000,Высшее,,инженер,Мужской,2020-10-27,,
30000,Среднее профессиональное,,,Женский,2021-02-15,,
15000,Среднее профессиональное,,,Мужской,2021-10-07,"ответствен, коммуникабельн",
20000,Высшее,,юрист,Женский,2021-08-05,,
10000,,продавец,,Женский,2021-02-07,,
30000,Высшее,секретар,,Женский,2021-09-08,техник,
20000,Среднее профессиональное,водител,слесар,Мужской,2021-06-25,,
20000,Среднее,контролер,,Мужской,2021-04-03,исполнительн,
25000,,электрогазосварщик,,Мужской,2021-01-11,,
15000,,,,,2020-01-30,,
35000,Высшее,менеджер,,Мужской,2021-04-30,,
15000,,,,Женский,2021-11-17,,
40000,Среднее,,,Мужской,2021-11-30,,
20000,Высшее,,менеджер,Мужской,2020-09-01,,
17000,,продавец,,Женский,2021-09-11,,
30000,,,,Женский,2021-01-05,,
15000,Высшее,,,Мужской,2021-05-26,,
30000,Среднее профессиональное,воспитател,,Женский,2021-10-04,,
37000,,,,Мужской,2021-02-09,,
25000,Незаконченное высшее,администратор,,Женский,2021-10-14,,
50000,Среднее профессиональное,,,Мужской,2021-04-13,,
40000,Высшее,,экономист,Женский,2021-10-25,,
20000,Среднее,контролер,,Женский,2021-11-26,,
10000,,плотник,,Мужской,2021-11-23,,
20000,,,,Женский,2021-07-21,,
30000,Высшее,,,Женский,2021-07-01,,
25500,Среднее профессиональное,,,Женский,2021-03-12,ответствен,
50000,Высшее,водител,,Мужской,2021-08-31,"аккуратн, техник",
80000,Высшее,,,,2019-05-16,,
40000,Высшее,,инженер,Женский,2021-06-24,"Word, Excel, техник",
20000,,,,Мужской,2021-10-06,,
45000,,,,Женский,2021-07-30,"внимательн, аналитическ, способн, пунктуальн, целеустремлен, аккуратн","грамотный, деловой"
12000,,,,Мужской,2021-02-02,,
30000,Среднее профессиональное,сторож,,Мужской,2021-07-21,,
20000,Среднее профессиональное,повар,кондитер,Женский,2021-06-26,"ответствен, активн, внимательн, коммуникабельн",
15000,,,,Женский,2021-08-07,,
25000,Среднее,,,Женский,2021-03-23,,
16000,Среднее профессиональное,продавец,,Женский,2021-06-27,,
15000,Среднее,,,Женский,2021-03-24,,
25000,Высшее,,,Женский,2021-02-12,,
13500,Высшее,,,Женский,2020-05-07,,
25000,,дворник,,Мужской,2021-09-04,,
15000,Высшее,педагог,переводчик,Женский,2021-09-12,английск,
15000,Среднее профессиональное,,,,2020-03-26,,
25000,Высшее,,экономист,Женский,2021-08-02,,"исполнительный, профессиональный, постоянный"
15000,Среднее профессиональное,контролер,,Женский,2021-07-07,,
15000,,,,Женский,2021-03-31,,
40000,Среднее профессиональное,,автослесар,Мужской,2021-03-16,,
25000,Среднее,продавец,,Женский,2021-05-24,,
25000,,,,Женский,2021-05-18,,
40000,,,,Мужской,2021-02-23,,
30000,Высшее,парикмахер,юрист,Женский,2020-05-18,"пунктуальн, добросовестн",
25000,Среднее,,,Мужской,2021-06-07,,
25000,Высшее,менеджер,,Женский,2021-04-26,,
45000,,,,Женский,2020-09-04,,
35000,Высшее,продавец,менеджер,Женский,2020-10-18,,
50000,Высшее,директор,инженер,Женский,2021-05-20,,
100000,,,,Женский,2021-04-01,,
15000,,,,Женский,2021-03-07,,
15000,,,,Мужской,2021-04-14,,
20000,Среднее,продавец,,Женский,2021-04-09,,
100000,Высшее,дизайнер,,Женский,2020-10-10,,
40000,Высшее,,,Женский,2021-11-21,,
27000,Среднее профессиональное,воспитател,учител,Женский,2021-05-19,"внимательн, ответствен, исполнительн, пунктуальн, аккуратн",
25000,Среднее,,,Мужской,2020-04-24,,
25000,,,,Мужской,2021-11-14,,
150000,Высшее,врач,врач,Мужской,2021-04-24,"организаторск, самостоятельн, способн, коммуникативн, целеустремлен",
15000,Среднее,тракторист,,Мужской,2021-08-28,,
70000,Высшее,электромонтер,инженер,Мужской,2020-10-01,"Word, Excel",
30000,,,,Женский,2020-06-24,,
20000,,,,Женский,2020-07-24,,
30000,Высшее,врач,,Женский,2021-08-03,,
95000,,,,Мужской,2021-01-03,,
40000,Среднее,,,Мужской,2021-03-24,,
25000,Высшее,,,Женский,2021-06-24,,
25000,Высшее,,,Мужской,2021-09-14,ответствен,
40000,Высшее,,,Женский,2021-06-29,,
30000,,,,Мужской,2021-03-09,,
60000,,,,Мужской,2020-05-27,,
50000,,,,Мужской,2021-05-16,,
12000,Среднее профессиональное,,,Женский,2020-09-21,"пунктуальн, исполнительн, грамотн",
50000,Среднее профессиональное,,,Мужской,2021-08-17,,
30000,,,,Мужской,2021-09-20,,
25000,Среднее,уборщик,,Женский,2020-09-10,,
35000,Высшее,,экономист,Женский,2021-03-31,,
15000,Среднее профессиональное,охранник,водител,Мужской,2021-07-19,,
23000,Среднее,механизатор,,Мужской,2021-10-09,"тракторист, ответствен",
45000,Среднее,кассир,,Мужской,2020-06-22,,
30000,Незаконченное высшее,,,Женский,2021-08-02,,
50000,,,,Мужской,2021-07-09,,
50000,Высшее,логистик,,Женский,2020-10-22,,
20000,Среднее,,,Женский,2021-08-30,,
20000,Среднее,,,Мужской,2021-06-18,,
25000,,,,Женский,2021-05-25,,
40000,Высшее,инженер,инженер,Женский,2021-04-30,"Word, уверен, Excel",
120000,Среднее,машинист,,Мужской,2021-10-18,,
18000,Среднее профессиональное,продавец,,Женский,2021-07-19,,
20000,Среднее профессиональное,продавец,продавец,Женский,2021-10-18,,
60,Высшее,,инженер,Женский,2020-08-04,"ответствен, программн, техническ",
35000,Среднее профессиональное,,техник,Мужской,2020-09-08,,
25000,Среднее профессиональное,монтажник,монтажник,Мужской,2020-06-02,,
20000,Высшее,,юрист,Женский,2021-01-12,,
30000,Высшее,,учител,Женский,2021-06-06,,
30000,Высшее,техник,инженер,Мужской,2021-05-12,,
20,Высшее,учител,учител,Женский,2021-04-01,,
60000,Высшее,менеджер,экономист,Женский,2021-07-14,,
18200,Среднее профессиональное,водител,,Мужской,2021-01-13,"пунктуальн, ответствен",
50000,Высшее,экономист,экономист,Мужской,2021-05-20,,
30000,Среднее,водител,,Мужской,2021-03-02,,
37000,Среднее,логист,,Мужской,2021-04-21,,
30000,Среднее,водител,,Мужской,2021-10-27,внимательн,
50000,Среднее,каменщик,,Мужской,2021-05-18,,
21000,,,,Женский,2020-07-03,,
50000,Высшее,директор,экономист,Женский,2021-01-04,,
40000,Среднее,,,Мужской,2021-09-22,,
25000,Высшее,,,Мужской,2019-05-16,"Word, Internet, PowerPoint, Office, уверен, успешн, Excel",
35000,Среднее,машинист,,Мужской,2021-01-06,,
35000,,,,Женский,2021-09-25,,
45000,Высшее,оператор,,Мужской,2021-11-15,,
17000,Высшее,,экономист,Женский,2021-10-26,,
20000,Среднее,,,Мужской,2020-01-14,"трудолюбив, ответствен",
25000,,,,,2019-05-16,,
30000,,,,Мужской,2021-08-03,,
20000,Среднее профессиональное,оператор,,Мужской,2021-08-13,"пунктуальн, ответствен, коммуникабельн",
25000,,,,Женский,2020-11-04,,
20002,,,,Мужской,2021-03-12,,
25000,Высшее,,,Женский,2021-11-29,,
50000,Высшее,,инженер,Мужской,2020-12-07,,
25000,Среднее,,тракторист,Мужской,2021-10-11,,
30000,,,,,2020-01-08,,
50000,Высшее,,,Женский,2021-11-06,,
20000,Среднее профессиональное,инспектор,учител,Женский,2020-05-24,,
40000,,,,Женский,2021-06-18,,
25000,Высшее,,экономист,Мужской,2020-04-20,"самостоятельн, ответствен",
50000,Высшее,бухгалтер,экономист,Женский,2021-04-11,внимательн,
300000,Среднее,,,Женский,2021-10-15,,
13000,Среднее профессиональное,продавец,,Женский,2019-05-16,,
25000,Среднее профессиональное,продавец,,Женский,2021-03-03,,
25000,Среднее профессиональное,менеджер,,Женский,2021-02-03,,
70000,Среднее,,,Мужской,2021-09-30,,
50,Среднее,продавец,,Женский,2021-06-22,,
10794,,,,Мужской,2019-10-08,,
25000,Среднее,,,Мужской,2020-08-24,,
50000,Среднее профессиональное,,,Мужской,2021-10-26,,
15000,Среднее,,,,2019-05-16,,
20000,,,,Женский,2021-09-17,,
40000,Высшее,водител,инженер,Мужской,2021-02-04,,
15000,Среднее профессиональное,,,Женский,2021-07-15,,
40000,Среднее,электрогазосварщик,,Мужской,2021-09-21,,
25000,,,,Мужской,2021-10-14,,
30000,,,,Женский,2019-05-16,,
35000,Высшее,,культуролог,Женский,2020-10-12,,
25000,Высшее,кассир,,Женский,2021-04-21,"Word, Internet, уверен, техник",
50000,Среднее профессиональное,слесар,,Мужской,2021-01-21,,
20000,Высшее,,,Женский,2020-08-25,,
10000,Высшее,,биолог,Женский,2019-10-27,"способн, внимательн, аналитическ",
30000,Среднее профессиональное,оператор,техник,Женский,2021-11-20,,
50000,Высшее,бухгалтер,,Женский,2021-05-15,,
20000,,,,Женский,2021-08-01,,
30000,Среднее профессиональное,,техник,Мужской,2021-04-20,,
25000,Среднее профессиональное,,техник,Женский,2021-02-10,,
70000,Среднее профессиональное,,,Женский,2020-09-17,,
40000,Среднее,,,Женский,2021-02-01,,
30000,Высшее,,,Мужской,2021-07-14,,
25000,Высшее,,,Женский,2021-05-12,,
25000,Незаконченное высшее,менеджер,,Женский,2021-09-01,"делов, Word, уверен, Excel, оргтехник",компьютерный
70000,,,,Мужской,2020-11-12,,
20000,,,,Мужской,2021-08-12,,
40000,Высшее,,,Женский,2021-03-25,"пунктуальн, ответствен",
18000,,,,Женский,2021-09-01,,
60000,Высшее,бухгалтер,экономист,Женский,2021-07-16,,
20000,Среднее профессиональное,,юрист,Женский,2021-07-08,,
30000,Высшее,электромеханик,,Мужской,2021-05-23,,
30000,Высшее,продавец,,Женский,2021-05-28,"ответствен, внимательн, стрессоустойчив, аккуратн, коммуникабельн",
20000,Среднее,,,Женский,2021-03-27,,
50000,Высшее,супервайзер,,Женский,2021-06-05,,
40000,,,,Мужской,2021-02-26,,
50000,Среднее профессиональное,оператор,оператор,Мужской,2021-08-27,,
25000,Среднее,,повар,Мужской,2020-07-12,,
20000,Высшее,,,Женский,2020-11-03,,
12000,Среднее,,,Женский,2021-10-03,грамотн,
20000,Среднее профессиональное,диспетчер,,Мужской,2019-05-16,,
30000,Среднее профессиональное,водител,,Мужской,2021-04-06,,
30000,Высшее,менеджер,культуролог,Женский,2021-07-27,,
20000,Среднее профессиональное,уборщиц,кассир,Женский,2021-05-19,стрессоустойчив,
20000,Среднее профессиональное,,,Женский,2021-05-01,"Word, Internet",
20000,Среднее профессиональное,,,Женский,2021-10-31,,
20000,,,,Женский,2019-05-16,,
23919,Среднее профессиональное,машинист,машинист,Мужской,2021-05-27,,
50000,Высшее,директор,,Женский,2021-06-29,,
30000,Среднее,водител,водител,Мужской,2021-11-10,"пунктуальн, ответствен",
30000,Среднее профессиональное,,,Мужской,2021-05-18,,
15000,Среднее,кассир,,Женский,2021-02-19,,
30000,Высшее,,учител,Женский,2021-10-20,способн,
25000,Среднее,кассир,техник,Женский,2021-08-12,,
40000,Среднее,,,Мужской,2020-06-25,,
60000,Среднее профессиональное,менеджер,,Женский,2021-01-26,,
25000,,,,Мужской,2021-11-18,,
25000,Среднее профессиональное,оператор,,Женский,2021-11-24,,
50000,Высшее,администратор,учител,Мужской,2020-10-02,,
30000,Высшее,,,Женский,2021-05-18,,
40000,,,,Мужской,2020-06-21,,
25000,Среднее профессиональное,кассир,,Женский,2021-05-23,"ответствен, коммуникабельн",
25000,Среднее профессиональное,,,Мужской,2020-07-02,,
20000,Высшее,,,Женский,2021-09-08,,
45000,Среднее профессиональное,,техник,Мужской,2021-05-27,"уверен, оргтехник",
30000,Среднее профессиональное,регистратор,,Женский,2021-04-19,,
50000,Высшее,,учител,Женский,2020-10-29,,
30000,,,,Женский,2021-10-24,,
30000,,,,Мужской,2021-09-16,,
50000,,бригадир,,Мужской,2021-07-07,,
30000,Среднее,администратор,,Мужской,2020-09-24,"свободн, английск, устн","технический, компьютерный, практический"
30000,Высшее,кассир,менеджер,Женский,2020-05-06,,
20000,Среднее,,,Мужской,2021-03-11,,
16000,Среднее,,,Женский,2021-09-23,,
30000,Среднее профессиональное,,,Женский,2020-06-04,,
30000,,,,Женский,2020-06-24,,
40000,Высшее,,,Мужской,2020-11-14,,
20000,Среднее профессиональное,продавец,бухгалтер,Женский,2021-02-16,стрессоустойчив,уверенный
40000,Высшее,оператор,экономист,Женский,2021-04-14,,
35000,Среднее профессиональное,водител,техник,Мужской,2020-10-16,,
25000,Среднее профессиональное,слесар,учител,Мужской,2021-04-07,,
100000,Высшее,менеджер,экономист,Мужской,2021-03-27,,
25000,Среднее профессиональное,,учител,Женский,2021-11-29,,
30000,Среднее профессиональное,электромонтажник,,Мужской,2021-02-15,целеустремлен,
20000,Среднее профессиональное,пекар,повар,Женский,2021-11-01,,
35000,Высшее,,инженер,Мужской,2020-06-24,,
35000,Высшее,,экономист,Женский,2019-05-16,,
30,,администратор,,Женский,2021-05-22,,
100000,Высшее,,,Женский,2021-09-07,,
29000,,бухгалтер,,Женский,2021-05-02,внимательн,
50000,Среднее профессиональное,электрик,техник,Мужской,2020-06-02,,
20000,,,,Мужской,2021-04-07,,
40000,Высшее,учител,учител,Мужской,2021-11-28,,
25000,Среднее,уборщик,,Женский,2021-11-16,,
22000,Высшее,бухгалтер,,Женский,2021-11-10,,
50000,Среднее профессиональное,,,Мужской,2021-05-27,,
20000,Среднее,,,Женский,2021-03-24,"ответствен, внимательн",
30000,,,,Женский,2021-09-08,,
25000,Высшее,,,Женский,2021-07-12,"Word, Internet, PowerPoint, Office, грамотн, Excel, оргтехник, устн",
25000,Среднее профессиональное,токар,техник,Мужской,2021-03-17,,готовый
40000,,,,Женский,2021-03-16,,
20000,,,,Мужской,2020-06-16,,
40000,Высшее,,,Мужской,2020-10-03,,
35000,,,,Мужской,2021-10-12,,
30000,Высшее,,инженер,Мужской,2021-03-06,,
28000,Высшее,продавец,,Женский,2021-06-11,"Word, Internet, уверен, опытн, Excel, налогов",
30000,Среднее,,,Мужской,2021-03-20,,
70000,Высшее,,инженер,Мужской,2021-04-07,"самостоятельн, ответствен, аналитическ",
15000,,,,,2021-10-10,,
15000,Высшее,продавец,,,2019-05-16,,
25000,Высшее,инженер,инженер,Женский,2021-06-25,,
40000,,,,,2019-05-16,,
20000,Среднее профессиональное,,,,2019-07-02,,
70000,Среднее,,,Мужской,2021-10-06,,
25000,Незаконченное высшее,,,Женский,2021-09-22,,
30000,Высшее,директор,,Женский,2021-05-29,,
20,Среднее,,,Мужской,2021-01-26,,
50000,Высшее,,инженер,Мужской,2020-03-05,"компьютерн, Word, PowerPoint, уверен, Excel",
20000,,,,Женский,2021-08-01,ответствен,
40000,Среднее профессиональное,,,Женский,2021-11-25,,
40000,Среднее,,,Мужской,2020-06-26,,
40000,,монтажник,,Мужской,2020-05-04,,
50000,Высшее,,инженер,Мужской,2020-08-04,"организаторск, самостоятельн, способн, коммуникативн, целеустремлен",
90000,,,,Женский,2021-06-02,,
120000,,,,Мужской,2021-09-20,,
40000,,,,Мужской,2021-09-14,,
40000,Среднее профессиональное,водител,,Мужской,2021-01-28,,
30000,Высшее,кассир,экономист,Женский,2021-05-19,"аккуратн, активн, ответствен, коммуникабельн",
35000,Незаконченное высшее,лаборант,,Мужской,2020-09-07,,
20000,Высшее,менеджер,экономист,Женский,2021-06-27,"уверен, техник",
30000,Среднее профессиональное,,,Мужской,2021-08-09,,
40000,,,,Мужской,2020-08-26,,
45000,Среднее профессиональное,водител,техник,Мужской,2020-06-11,,
13000,Среднее,,,Женский,2021-11-18,,
17000,Высшее,,,Женский,2021-09-24,,
70000,Высшее,педагог,,Женский,2021-06-28,"организаторск, способн, коммуникабельн",
15000,Среднее профессиональное,,техник,Мужской,2021-07-02,,
15000,Среднее,,,Женский,2021-01-31,,
50000,Среднее профессиональное,контролер,техник,Мужской,2020-04-21,,
25000,Среднее профессиональное,,,Женский,2021-03-02,,
50000,Среднее профессиональное,механик,,Мужской,2021-05-26,ответствен,
20000,,продавец,,Женский,2021-01-24,,
20000,Высшее,,,Мужской,2021-07-28,,
20000,,,,Женский,2021-04-26,,
30000,Высшее,,,,2019-09-24,уверен,свободный
35000,,,,Мужской,2020-07-12,,
15000,Среднее,библиотекар,,Женский,2021-06-26,"поставлен, добросовестн, коммуникабельн",
25000,Среднее,,,Мужской,2020-08-13,,
45000,Среднее профессиональное,бухгалтер,экономист,Женский,2020-06-15,,
25000,,,,Женский,2021-06-23,,
25000,,,,Женский,2021-03-19,,
20000,,,,Мужской,2020-09-30,,
20000,,,,Женский,2021-11-12,,
60000,,,,Мужской,2021-01-25,,
15000,Среднее,грузчик,,Мужской,2019-05-16,,
25000,Среднее профессиональное,администратор,архивист,Женский,2021-07-13,,
30000,Среднее профессиональное,воспитател,учител,Женский,2021-05-16,,
15000,Среднее профессиональное,электромонтер,техник,Мужской,2021-01-26,,
15000,,,,Женский,2021-05-28,,
80000,,,,Мужской,2021-05-24,,
15000,Высшее,библиотекар,,Женский,2021-11-10,,
30000,Среднее,продавец,,Женский,2021-01-11,,
30000,,,,Мужской,2021-11-04,,
35000,,,,Мужской,2021-11-14,,
30000,Среднее,,,Мужской,2020-07-08,,
50000,Высшее,директор,учител,Женский,2021-10-19,,
50000,Высшее,,инженер,Мужской,2021-11-26,,
45000,Высшее,,экономист,Женский,2021-10-16,,
13000,,,,Женский,2021-11-02,,
30000,,,,Женский,2021-06-10,,
25000,Среднее,,,Женский,2021-07-08,,отзывчивый
13000,Среднее профессиональное,,,Женский,2020-06-22,,
25000,Среднее,,,Женский,2021-11-23,,
30000,Среднее профессиональное,водител,,Мужской,2021-06-18,,
20000,,продавец,,Женский,2021-03-08,,
70000,Среднее профессиональное,,техник,Мужской,2021-09-28,,
5000,Среднее профессиональное,,,Мужской,2020-10-07,эффективн,
25000,Среднее,,,Мужской,2020-06-17,,
20000,,,,Женский,2021-04-13,,
20000,,оператор,,Женский,2021-10-09,,
20000,Среднее профессиональное,,бухгалтер,Мужской,2020-05-26,,
40000,Среднее профессиональное,продавец,,Женский,2021-06-26,,
30000,,,,Мужской,2020-08-08,,
60000,Среднее профессиональное,водител,слесар,Мужской,2021-10-08,ответствен,
25000,,,,Мужской,2020-08-28,,
14999,Высшее,педагог,менеджер,Женский,2021-10-16,,
30000,Среднее профессиональное,,техник,Женский,2021-06-25,"внимательн, ответствен, коммуникабельн",
15000,,,,Женский,2020-09-05,,
15000,Среднее,,,Женский,2021-02-17,,
25000,Среднее профессиональное,,,Женский,2021-01-31,,
15000,Высшее,,экономист,Женский,2021-03-22,,
12000,,,,Женский,2021-05-19,,
60000,,инженер,,Мужской,2021-01-21,,
20000,Среднее,продавец,,Женский,2021-05-04,,
20000,,воспитател,,Женский,2021-09-29,,
35000,Среднее профессиональное,контролер,,Мужской,2021-07-29,,
100000,Среднее профессиональное,машинист,,Мужской,2021-08-13,,
20000,Среднее,,,Женский,2020-10-14,,
18000,Среднее,уборщик,,,2019-05-16,"исполнительн, ответствен",
25000,Среднее профессиональное,,зоотехник,Мужской,2020-08-28,,
21494,Среднее,,,Мужской,2020-05-20,,
35000,Незаконченное высшее,,,Мужской,2019-05-16,,
50000,Высшее,курьер,экономист,Женский,2021-07-27,"исполнительн, ответствен, коммуникабельн",
20000,,,,Женский,2021-09-22,,
30000,,,,Женский,2021-02-20,,
50000,,,,Мужской,2020-05-07,,
20000,Среднее,водител,слесар,Мужской,2020-07-27,,
35000,Среднее,,,Женский,2021-07-07,"стрессоустойчив, внимательн",
40000,Среднее профессиональное,менеджер,,Женский,2021-11-23,,
50000,Высшее,,,Мужской,2021-08-09,"аналитическ, организаторск, способн, коммуникабельн",
15000,,,,Мужской,2019-05-16,,
30000,Среднее,сторож,,Мужской,2021-07-20,,
20000,Среднее,уборщиц,,Женский,2021-09-21,,
25000,Среднее профессиональное,,,Мужской,2020-07-04,,
30000,Среднее,,,Мужской,2020-04-13,,
35000,Среднее профессиональное,,,Женский,2021-06-29,"поставлен, ответствен",
50000,Высшее,,,Женский,2021-06-10,"внимательн, аналитическ, способн, исполнительн, коммуникативн, пунктуальн",
5000,Среднее профессиональное,,,Женский,2021-06-19,Word,
30000,Высшее,,,Женский,2021-08-29,,
25000,Среднее,продавец,,Мужской,2020-05-29,,
25000,Среднее профессиональное,,кассир,Женский,2021-06-18,,
30000,Среднее профессиональное,,техник,Мужской,2020-05-12,,
18000,,,,Женский,2021-02-10,,
8000,Среднее,,,Мужской,2021-10-29,,
25000,Высшее,,преподавател,Женский,2021-08-30,"пунктуальн, стрессоустойчив",опытный
30000,Среднее,,,Мужской,2021-05-16,,
15000,Среднее профессиональное,продавец,,Женский,2021-06-18,,
30000,Среднее,,,Мужской,2021-08-30,,
60000,Среднее,тракторист,,Мужской,2021-06-29,,
35000,Высшее,инженер,,Мужской,2020-09-03,,
60000,Высшее,директор,экономист,Женский,2021-04-13,,
35000,Высшее,,,Мужской,2021-05-01,,
40000,Среднее,,,Мужской,2020-07-13,,
50000,Высшее,менеджер,,Женский,2021-06-21,,
25000,Среднее профессиональное,техник,техник,Женский,2021-05-22,,
15000,Среднее,,,Женский,2021-07-22,,
100000,Среднее профессиональное,техник,техник,Мужской,2019-05-16,"Office, AutoCAD",
25000,,продавец,,Женский,2021-04-14,,
20000,,,,Мужской,2019-05-16,,
25000,Незаконченное высшее,,,Женский,2021-03-27,,
25000,Высшее,инженер,инженер,Мужской,2021-08-01,,
25000,Среднее профессиональное,,,Мужской,2021-05-28,,
15000,,,,Женский,2020-08-14,,
50000,,,,Мужской,2020-04-16,,
30000,Незаконченное высшее,менеджер,,Женский,2021-01-05,"стрессоустойчив, исполнительн, целеустремлен, ответствен",
30000,Среднее профессиональное,,,Женский,2021-04-23,,
20000,Среднее профессиональное,продавец,продавец,Женский,2021-03-10,,
20000,Среднее профессиональное,повар,,Женский,2021-05-16,,
25000,Высшее,,,Женский,2021-07-25,,
30000,Среднее профессиональное,,юрист,Мужской,2020-08-30,,
15000,Среднее,,,Мужской,2021-05-12,,
100000,Высшее,секретар,юрист,Женский,2020-12-22,"исполнительн, ответствен",
10000,Среднее профессиональное,,,Мужской,2020-05-03,,
15000,Незаконченное высшее,учител,,Женский,2021-06-20,"творческ, способн",
20000,Среднее,,,Женский,2021-03-12,,
30000,Среднее профессиональное,секретар,менеджер,Женский,2021-01-04,"компьютерн, информацион, самостоятельн, Office, оргтехник, поставлен",
20000,,,,Женский,2021-01-12,,
18000,Среднее,,,Женский,2021-04-26,,
18000,Незаконченное высшее,,,Женский,2021-08-26,базов,
30000,Высшее,,документовед,Женский,2021-01-15,,
20000,Среднее,продавец,,Женский,2021-11-07,,
30000,Высшее,учител,учител,Женский,2021-09-03,,
70000,Высшее,мерчендайзер,,Женский,2021-11-23,,
30000,Среднее,продавец,,Женский,2021-07-01,,
40000,Высшее,,,Мужской,2019-05-16,,
70000,Высшее,маркетолог,экономист,Женский,2021-08-09,"делов, творческ, ответствен, аналитическ, Office, бухгалтерск, уверен, целеустремлен",
50000,,,,Женский,2020-10-28,,
40000,,,,Мужской,2021-01-14,,
35000,Среднее профессиональное,электромонтер,,Мужской,2019-12-25,,
55000,Высшее,,,Женский,2020-10-11,"Word, английск, Office, грамотн, Excel",
15000,,,,Мужской,2020-10-28,,
25000,Среднее,,,Мужской,2020-07-30,"грамотн, ответствен",
19000,Высшее,администратор,,Мужской,2020-01-14,исполнительн,
24816,Среднее профессиональное,контролер,оператор,,2019-05-16,,
25000,Среднее,сантехник,,Мужской,2021-09-06,"эффективн, грамотн, самостоятельн",
50000,,,,Мужской,2021-04-03,,
18000,Высшее,продавец,инженер,Женский,2021-11-14,,
20000,Среднее профессиональное,оператор,,Мужской,2020-07-11,,
30000,,,,Женский,2021-04-13,,
50000,Высшее,,,Женский,2021-05-01,"грамотн, целеустремлен",
20000,Среднее профессиональное,продавец,продавец,Женский,2021-10-17,"ответствен, внимательн",
50000,Высшее,менеджер,,Женский,2021-01-19,"делов, конфликтн",
30000,Высшее,учител,,Женский,2021-09-10,,
10000,,охранник,,,2021-01-12,,
30000,Среднее,продавец,,Женский,2021-08-12,,
60000,,,,Мужской,2020-07-14,,
25000,Высшее,учител,учител,Женский,2021-11-03,"внимательн, трудолюбив, исполнительн, пунктуальн, дисциплинирова",
15000,Среднее профессиональное,,,Женский,2021-06-21,,
45000,,бухгалтер,,Женский,2021-03-28,"бухгалтерск, налогов",
25000,Среднее,,,Мужской,2019-05-16,,
30000,,,,Женский,2021-08-20,,
15000,,,,Женский,2021-05-24,,
25000,Среднее профессиональное,кассир,техник,Женский,2021-08-17,,
70000,Высшее,,биолог,Женский,2020-07-07,,
20000,Среднее профессиональное,кладовщик,бухгалтер,Женский,2021-10-13,,
25000,Среднее профессиональное,механизатор,техник,Мужской,2020-11-04,тракторист,
18000,Среднее профессиональное,,,Женский,2021-05-25,,
100000,Среднее профессиональное,монтажник,монтажник,Мужской,2020-09-01,поставлен,
20000,Среднее,,,Женский,2021-03-23,,
100000,Незаконченное высшее,кладовщик,,Мужской,2020-09-23,"поставлен, творческ, способн",
25000,Среднее,,,Мужской,2021-10-07,,
45000,Среднее профессиональное,,,Женский,2021-08-20,"делов, финансов, уверен, активн",
10000,Среднее,,,Женский,2020-06-25,,
45000,Высшее,инженер,инженер,Мужской,2021-01-04,коммуникабельн,
18000,,,,Мужской,2020-03-19,,
15000,,слесар,,Мужской,2021-10-25,,
40000,Высшее,юрист,,Женский,2021-05-24,,
15000,Высшее,продавец,экономист,Женский,2021-07-16,исполнительн,
18000,,,,Женский,2020-06-07,,
60000,Высшее,,юрист,Женский,2021-10-01,,
20000,Среднее,,экономист,Мужской,2021-07-06,,
30000,Среднее профессиональное,продавец,,Женский,2021-05-17,коммуникабельн,
25000,Незаконченное высшее,администратор,,Женский,2021-06-05,,
30000,Высшее,юрист,,Женский,2021-06-15,"Word, PowerPoint, опытн, Excel",
15000,Среднее,кассир,,Женский,2021-04-11,"пунктуальн, самостоятельн, ответствен",
70000,Высшее,менеджер,,Мужской,2020-10-14,"Microsoft, Photoshop",
35,Высшее,,,Женский,2021-03-15,,
20000,,,,Мужской,2020-09-25,,
40000,Среднее,дворник,,Мужской,2020-10-02,,
50000,,товаровед,,Женский,2021-02-06,,
20000,Среднее,,,Женский,2021-10-14,,
80000,Высшее,,,Женский,2020-11-14,свободн,
40000,,электромонтажник,,Мужской,2020-05-15,,
30000,Среднее профессиональное,директор,финансист,Женский,2021-09-04,,
30000,,,,Женский,2021-04-02,,
50000,Среднее профессиональное,техник,,Женский,2021-11-22,,
20000,,,,Женский,2021-10-14,,
45000,Среднее профессиональное,кассир,,Женский,2021-04-07,"пунктуальн, исполнительн, ответствен",
20000,Среднее,контролер,,Женский,2021-09-01,,
25000,Среднее профессиональное,кассир,,Женский,2021-02-09,,
50000,Высшее,,юрист,Женский,2021-06-28,способн,
30000,Среднее,уборщик,,Женский,2021-01-28,,
35,Высшее,менеджер,психолог,Женский,2021-03-31,,"жизненный, активный"
30000,Среднее,,,Женский,2020-10-01,,
30000,Высшее,,менеджер,Мужской,2020-01-14,"Office, компьютерн, управленческ, способн",
30000,Высшее,экономист,,Женский,2021-09-21,,
20000,Незаконченное высшее,продавец,,Женский,2021-05-22,исполнительн,
15000,,,,Мужской,2019-05-16,,
